sell_closed,sell_opened,market,units_sold,sell_price,sell_commission,units_bought,buy_price,buy_commission,profit
2017-10-13T15:08:42.853,2017-10-13T15:05:02.64,BTC-MONA,11.8623962,0.00085985,2.549e-05,11.8623962,0.00084299,2.499e-05,0.0001495200000000002
2017-10-13T19:23:06.887,2017-10-13T14:05:02.943,BTC-INCNT,274.80076944,3.71e-05,2.549e-05,274.80076944,3.638e-05,2.499e-05,0.00014737999999999904
2017-10-13T13:05:02.56,2017-10-13T13:05:02.53,BTC-XWC,2109.70464135,4.82e-06,2.547e-05,2109.70464135,4.73e-06,2.499e-05,0.00013941999999999947
2017-10-14T12:00:13.85,2017-10-13T11:05:02.413,BTC-SLR,242.95432458,4.197e-05,2.549e-05,242.95432458,4.115e-05,2.499e-05,0.00014874999999999958
2017-10-13T09:05:15.097,2017-10-13T09:05:02.583,BTC-RBY,35.08771929,0.00029068,2.549e-05,35.08771929,0.00028499,2.499e-05,0.00014916999999999882
2017-10-13T06:05:03.657,2017-10-13T06:05:03.61,BTC-CLAM,9.31636512,0.00117001,2.725e-05,9.31636512,0.00107264,2.498e-05,0.0008549099999999987
2017-10-13T05:14:18.907,2017-10-13T05:05:02.46,BTC-OMNI,1.37552717,0.00741532,2.549e-05,1.37552717,0.00725187,2.493e-05,0.00017441000000000158
2017-10-13T04:05:02.597,2017-10-13T04:05:02.47,BTC-FLDC,5464.48087431,1.98e-06,2.718e-05,5464.48087431,1.82e-06,2.499e-05,0.0008221499999999989
2017-10-15T14:59:56.467,2017-10-13T03:05:03.377,BTC-XMG,208.89910173,4.881e-05,2.549e-05,208.89910173,4.778e-05,2.494e-05,0.00016622999999999985
2017-10-13T02:06:31.373,2017-10-13T02:05:02.73,BTC-UNO,0.77220077,0.01320897,2.547e-05,0.77220077,0.01294998,2.499e-05,0.00014953000000000015
2017-10-13T04:09:51.88,2017-10-13T01:05:03.693,BTC-GBG,235.29411764,4.334e-05,2.549e-05,235.29411764,4.249e-05,2.499e-05,0.0001495200000000002
2017-10-13T00:05:03.1,2017-10-13T00:05:02.943,BTC-MONA,15.80278128,0.00064949,2.565e-05,15.80278128,0.00063279,2.499e-05,0.00021326999999999804
2017-10-12T23:05:03.533,2017-10-12T23:05:03.41,BTC-MONA,18.34929722,0.00055599,2.55e-05,18.34929722,0.00054497,2.499e-05,0.00015171999999999929
2017-10-12T23:50:41.54,2017-10-12T22:05:03.123,BTC-PKB,61.16582053,0.00016674,2.549e-05,61.16582053,0.00016348,2.499e-05,0.00014893000000000024
2017-10-12T21:50:39.073,2017-10-12T21:05:02.833,BTC-INCNT,476.64442326,2.138e-05,2.548e-05,476.64442326,2.053e-05,2.446e-05,0.0003585800000000007
2017-10-13T13:18:57.973,2017-10-12T19:05:03.417,BTC-SPR,74.019245,0.00013779,2.549e-05,74.019245,0.00013509,2.499e-05,0.0001493799999999993
2017-10-12T22:42:36.97,2017-10-10T00:05:03.67,BTC-ZEN,72.99323352,0.00139737,0.00025499,72.99323352,0.00136087,0.00024831,0.0021616299999999977
2017-10-14T10:08:22.58,2017-10-04T09:05:03.21,BTC-TRUST,2717.39130435,3.752e-05,0.00025495,2717.39130435,3.666e-05,0.00024906,0.0018414900000000012
2017-10-08T05:23:32.533,2017-10-01T12:10:07.137,BTC-TRST,1074.22924052,9.494e-05,0.00025499,1074.22924052,9.308e-05,0.00024999,0.0014930900000000025
2017-10-04T08:47:25.853,2017-09-30T23:05:05.89,BTC-KORE,59.91647643,0.00170235,0.00025499,59.91647643,0.00166898,0.00024999,0.0014944399999999997
2017-09-30T23:00:59.76,2017-09-30T17:05:03.987,BTC-MEME,1453.27713995,7.017e-05,0.00025497,1453.27713995,6.872e-05,0.00024967,0.0016067900000000107
2017-09-30T16:26:26.143,2017-09-30T13:10:04.583,BTC-AEON,184.15527973,0.00055387,0.00025499,184.15527973,0.00054076,0.00024895,0.0019109500000000085
2017-09-30T12:05:46.697,2017-09-30T12:05:01.63,BTC-BTCD,2.79329608,0.03651599,0.00025499,2.79329608,0.03572195,0.00024943,0.0017135600000000029
2017-09-30T11:06:00.13,2017-09-30T11:05:01.403,BTC-BTCD,4.15224626,0.024565,0.00025499,4.15224626,0.02408334,0.00024998,0.0014950199999999997
2017-09-30T10:22:28.76,2017-09-30T10:05:03.67,BTC-AEON,196.07843137,0.00052019,0.00025499,196.07843137,0.00050682,0.00024844,0.0021187200000000045
2017-09-30T09:24:11.69,2017-09-30T09:05:03.057,BTC-MEME,1477.10487445,6.904e-05,0.00025498,1477.10487445,6.766e-05,0.00024986,0.0015360499999999833
2017-09-30T08:17:05.663,2017-09-30T04:05:02.843,BTC-MEME,1563.23276536,6.523e-05,0.00025496,1563.23276536,6.396e-05,0.00025,0.0014803399999999967
2017-09-30T03:21:47.66,2017-09-30T02:05:04.077,BTC-BAY,12062.7261761,8.44e-06,0.0002548,12062.7261761,8.28e-06,0.00024995,0.001441510000000007
2017-09-30T01:35:37.83,2017-09-30T01:05:01.63,BTC-AEON,218.14532841,0.00046756,0.00025498,218.14532841,0.00045831,0.00024993,0.0015142000000000072
2017-09-30T00:29:02.35,2017-09-30T00:05:02.38,BTC-BAY,13368.9839572,7.61e-06,0.00025467,13368.9839572,7.47e-06,0.00024999,0.0013669999999999932
2017-09-29T23:24:34.293,2017-09-29T23:05:03.837,BTC-SNRG,242.55360434,0.00042051,0.00025499,242.55360434,0.00040814,0.00024745,0.0024992400000000137
2017-09-29T22:10:52.637,2017-09-29T22:05:01.243,BTC-VOX,7598.78419453,1.341e-05,0.00025493,7598.78419453,1.315e-05,0.00025,0.001470749999999993
2017-09-29T20:05:29.99,2017-09-29T03:05:03.223,BTC-XCP,38.75968992,0.00263159,0.00025499,38.75968992,0.00257134,0.00024913,0.0018313499999999955
2017-09-29T02:47:43.767,2017-09-29T02:05:01.897,BTC-MEME,1481.48148148,6.884e-05,0.00025499,1481.48148148,6.744e-05,0.00024978,0.0015756700000000012
